Categories,Competency,Proficiency Level,Course Title ,URL,Course with Hyperlink,Course Provider,Learning Outcomes,Training Period, Cost ,Training Mode,Start Date,End Date,Prioritisation
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 2) Intermediate,Enhancing your Business Analytics Capability with Power BI,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TPCiAAO,Enhancing your Business Analytics Capability with Power BI,ISCA,"Learn how to combine the various tools and features of Power BI to publish and share monthly financial reports:

√ Getting Data, Shaping and Transforming Data
√ Modeling and visualizations
√ Publishing and Sharing",7 hrs,$445.00,Classroom ,19/6/2025,19/6/2025,14
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 2) Intermediate,Tableau Essentials for Effective Data Dashboards,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000001cM14AAE,Tableau Essentials for Effective Data Dashboards,ISCA,"√ Apply best practices for data visualisation to their work/business environments
√ Use Tableau to create effective data visualisations including bar charts, line charts, scatter plots, heat maps and pie charts
√ Design and create interactive dashboards that allow users to explore data in real-time
√ Apply their newfound knowledge and skills to drive decision-making within their organisation",7 hrs,,Classroom ,Nil,,0
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 2) Intermediate,[E-Learning] Master Microsoft Excel 2013 & 2016 for Beginners,,[E-Learning] Master Microsoft Excel 2013 & 2016 for Beginners ,learn.gov.sg,,OTOT,0,E-Learning,OTOT,OTOT,18
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 2) Intermediate,From Data to Visualization,https://stms.polite.edu.sg/student/ihlcourse/detail/7395c0a6-1d3b-4c46-ac3f-8973d95b9c74,From Data to Visualization,Nanyang Polytechnic,,3 days,$700.00,Classroom,Nil,Nil,0
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 2) Intermediate,Data Analytics Begins with Me,https://www.stat.nus.edu.sg/data-analytics-begins-with-me/,Data Analytics Begins with Me,National University of Singapore,"√ Basic concepts of data analytics, data processing and visualisation
√ Gain insights from processed data
√ Building simple models for classification and prediction",8.5hr,$255.00,Classroom,3/7/2025,3/7/2025,4
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 2) Intermediate,Data Driven Decision Making,https://www.iss.nus.edu.sg/executive-education/course/detail/data-driven-decision--making/data-science,Data Driven Decision Making ,National University of Singapore,"√ Overview on data and analytics process and life cycle
√ Reliability and validity check for data analytics model
√ Common model results interpretation and application
√ Different schools of modelling techniques
√ Strategy for data-driven projects",8.5hr,$900.00,Classroom,1/9/2025,1/9/2025,5
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 2) Intermediate,Analytics for Enterprises,https://www.cet.np.edu.sg/courses/analytics-for-enterprises-sync-elearn/,Analytics for Enterprises,Ngee Ann Polytechnic,"√ Demonstrates how companies and managers use data-driven analysis and prediction as part of their decision-making process, leading to better business outcomes.",2 days (16hrs),$430.00,Virtual Classroom,Nil,,0
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 3) Advanced,"Digital Bootcamp for Finance Module 1 - Fundamentals of Data Wrangling, Analysis and Visualisation",https://stms.polite.edu.sg/student/ihlcourse/detail/49cd32f7-e0c6-4f15-a65e-0b0494436cbe,"Digital Bootcamp for Finance Module 1 - Fundamentals of Data Wrangling, Analysis and Visualisation",Republic Polytechnic,"√ Apply data cleansing and data transformation techniques
√ Apply mathematical and statistical functions for deriving insights from data
√ Create PivotTables and PivotCharts to calculate, summarise, analyse, and visualise data
√ Apply visualisation principles for creating effective visualisations
√ Create and interpret visualisation charts 
√ Build interactive dashboards for monitoring key metrics
√ Create data-driven stories for communicating key insights",4 days,"$1,140.00",Classroom,Special run by MOF,Special run by MOF,1
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 2) Intermediate,Certificate in Accounting Data & Analytics Module 1 - Introduction to Accounting Data and Analytics,https://academy.smu.edu.sg/introduction-accounting-data-and-analytics-2556,Certificate in Accounting Data & Analytics Module 1 - Introduction to Accounting Data and Analytics,Singapore Management University,"√ Fundamental concepts of business analytics and its impact to the accounting function
√ Understand how to establish analytics culture and capability
√ Understand the different types of analytics and analytical tools
√ Understand how analytics can be embedded in business processes",1DAY,$240.00,Classroom,7/10/2025,7/10/2025,15
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 2) Intermediate,Certificate in Accounting Data & Analytics Module 2 - Data Visualisation and Dashboarding,https://academy.smu.edu.sg/data-visualisation-and-dashboarding-2566,Certificate in Accounting Data & Analytics Module 2 - Data Visualisation and Dashboarding,Singapore Management University,"√ Learn the functions and techniques to operate Looker studio
√ Use of Looker studio to better analyse accounting data",1DAY,$240.00,Classroom,10/10/2025,10/10/2025,17
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 2) Intermediate,Certificate in Accounting Data & Analytics Module 3 - Data Management,https://academy.smu.edu.sg/data-management-2571,Certificate in Accounting Data & Analytics Module 3 - Data Management,Singapore Management University,"√ Database design
√ ER modeling
√ SQL basics",1DAY,$240.00,Classroom,8/10/2025,8/10/2025,16
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 2) Intermediate,Unlocking Insights with Analytics Using Tableau,https://academy.smu.edu.sg/courses/advanced-certificate-visual-analytics-using-tableau-module-1-unlocking-insights-analytics,Unlocking Insights with Analytics Using Tableau,Singapore Management University,√ Learn how to use Tableau’s platform for visual analytics and business intelligence,2 days ,$600.00,Classroom,19/6/2025,20/6/2025,9
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 2) Intermediate,Giving a Voice to Your Data - From Spreadsheet to Data Storytelling,https://stms.polite.edu.sg/student/ihlcourse/detail/23ce210e-315d-4159-8914-7a85a066be1c,Giving a Voice to Your Data - From Spreadsheet to Data Storytelling,Temasek Polytechnic,"√ Basic statistics, analytics concepts; data wrangling in familiar tools like excel.
√  Data exploration, visualisations and dashboards, using self-service tools like Tableau. ",3 days (24hrs),$720.00,Classroom,23/7/2025,25/7/2025,12
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 3) Advanced,Data Analytics using Excel for Finance & Accounting Professionals,https://www.accapdhub.com/Course/Details/6efd4c0556cb6c881cbb928970628b81/Data-Analytics-using-Excel-for-Finance---Accounting-Professionals-[IN-PERSON],Data Analytics using Excel for Finance & Accounting Professionals,ACCA,"Participants of this workshop will learn about working on large data sets and complex calculation through understanding data statistically, creating dashboards, dynamic formulas, advanced pivot tables techniques, and many more to create meaningful and insightful information using excel. 

√ Understanding Data Statistically for further analysis 
√ Dashboard designing 
√ Using Excel for Advanced Data Analysis",1 day,$485.00,Classroom,Nil,,0
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 3) Advanced,Data Analytics with Power BI,https://www.accapdhub.com/Course/Details/c3cbf29e830384a7e8decbeeed4cedae/Data-Analytics-with-Power-BI---IN-PERSON,Data Analytics with Power BI,ACCA,"√ Make dynamic and interactive reports using power BI
√ Create meaningful reports to generate insights",1 DAY (7HRS),$357.80,Classroom,26/8/2025,26/8/2025,99
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 3) Advanced,VBA with Excel (Visual Basic for Applications) for Finance & Accounting Professionals,https://www.accapdhub.com/Course/Details/9dd1648086b71cc791151e30bc755d4c/VBA-with-Excel-(Visual-Basic-for-Applications)-for-Finance---Accounting-Professionals,VBA with Excel (Visual Basic for Applications) for Finance & Accounting Professionals,ACCA,"Hands-on activities will allow participants to get familiar with the Excel’s programming studio interface, learn about coding essentials, deep dive into and understand coding syntax, and apply this knowledge to their daily activities with Excel.",1 day,$365.00,Virtual Classroom,Nil,,0
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 3) Advanced,Intermediate Fi@Gov Training,,Intermediate Fi@Gov Training ,AGD,,,,TBA,,,0
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 3) Advanced,1-Day Artificial Intelligence with Robotics for Beginners,https://aventislearning.com/course/artificial-intelligence-robotics/,1-Day Artificial Intelligence with Robotics for Beginners,Aventis Learning Group Pte Ltd,"Course Content This Introduction to Artificial Intelligence (AI) Robotics for Beginners is designed to help learners to understand the mystery of artificial intelligence and its applications in the robotics field. This AI Robotics for beginners course provides an overview of AI concepts and workflows, machine learning and integration with a simple robotics system such as robotics arm. This course is designed for the beginners with no prior knowledge of the Artificial Intelligence robotics domain and programming language.",8,$680.00,Classroom,TBA,TBA,0
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 3) Advanced,"Digital Bootcamp for Finance Module 2 - Storytelling with Data: Engage, Persuade, and Influence (best attended after Module 1)",https://stms.polite.edu.sg/student/ihlcourse/detail/4ecb23fc-35aa-42f6-b04b-d149b2e94afb,"Digital Bootcamp for Finance Module 2 - Storytelling with Data: Engage, Persuade, and Influence (best attended after Module 1)",Republic Polytechnic,"√ Apply data cleansing and data transformation techniques
√ Apply mathematical and statistical functions for deriving insights from data
√ Create PivotTables and PivotCharts to calculate, summarise, analyse, and visualise data
√ Apply visualisation principles for creating effective visualisations
√ Create and interpret visualisation charts 
√ Build interactive dashboards for monitoring key metrics
√ Create data-driven stories for communicating key insights",2 days,$555.90,Classroom,Special run by MOF,Special run by MOF,2
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 3) Advanced,Digital Bootcamp for Finance Module 3 - Mastering Prompt Engineering for Generative Artificial Intelligence (AI),https://stms.polite.edu.sg/student/ihlcourse/detail/973c73a3-99d1-4472-b164-0f16b5f775bc,Digital Bootcamp for Finance Module 3 - Mastering Prompt Engineering for Generative Artificial Intelligence (AI),Republic Polytechnic,"√ Apply data cleansing and data transformation techniques
√ Apply mathematical and statistical functions for deriving insights from data
√ Create PivotTables and PivotCharts to calculate, summarise, analyse, and visualise data
√ Apply visualisation principles for creating effective visualisations
√ Create and interpret visualisation charts 
√ Build interactive dashboards for monitoring key metrics
√ Create data-driven stories for communicating key insights",1 day,$381.50,Classroom,Special run by MOF,Special run by MOF,3
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 3) Advanced,Digital Bootcamp for Finance Module 4 - goBWA (Business Workflow Automation)–Power Automate,https://stms.polite.edu.sg/student/ihlcourse/detail/2655f058-9668-427a-84db-d8a09873b5b4,Digital Bootcamp for Finance Module 4 - goBWA (Business Workflow Automation)–Power Automate,Republic Polytechnic,"√ Apply data cleansing and data transformation techniques
√ Apply mathematical and statistical functions for deriving insights from data
√ Create PivotTables and PivotCharts to calculate, summarise, analyse, and visualise data
√ Apply visualisation principles for creating effective visualisations
√ Create and interpret visualisation charts 
√ Build interactive dashboards for monitoring key metrics
√ Create data-driven stories for communicating key insights",3.5 days,"$2,507.00",Classroom,Special run by MOF,Special run by MOF,4
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 3) Advanced,Data Visualisation Using Tableau For Intermediate Users,https://aventislearning.com/course/tableau-intermediate/,Data Visualisation Using Tableau For Intermediate Users,Aventis Learning Group Pte Ltd,"This Tableau intermediate course is targeted at intermediate users to build operating skills that go beyond simply loading data and building simple charts. Because this is positioned as an intermediate course, learners need to have already attended the Data Visualization Using Tableau for Beginners course or are at least very familiar with Tableau's basic functionalities.

ï»¿Data visualization continues to be one of the most in-demand skills as businesses and enterprises of all sizes pivot to becoming data-driven. Tableau is an interactive data visualization software company that focuses on business intelligence. Its products query relational databases, online analytical processing cubes, cloud databases, and spreadsheets to generate graph-type data visualizations. The software can also extract, store, and retrieve data from an in-memory data engine.

*Learners should have an internet-enabled laptop with a Windows operating system and Tableau Desktop or Tableau Public preinstalled (an installation guide will be sent prior to the course date) for this course.",8,$680.00,Classroom,12/12/2025,12/12/2025,7
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 3) Advanced,Data Wrangling with Power Query,https://aventislearning.com/course/data-wrangling-and-processing/,Data Wrangling with Power Query,Aventis Learning Group Pte Ltd,"Join us in this 1 day course that will teach you the skills and techniques you need to clean, transform and organise data into a usable format for analysis. You'll learn how to identify and resolve common data quality issues, such as missing values, data outliers and inconsistencies. Moreover, you'll learn how to transform and reshape data to make it more suitable for analysis.",8,$680.00,Classroom,14/7/2025,14/7/2025,9
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 3) Advanced,Intermediate to Advanced Data Visualisation with Power BI,https://aventislearning.com/course/power-bi-intermediate/,Intermediate to Advanced Data Visualisation with Power BI,Aventis Learning Group Pte Ltd,"This Power BI course will provide you with a comprehensive yet practical understanding of the entire analytics value chain, with a particular emphasis on data visualisation. You'll study the principles of data visualisation and expose yourself to step-by-step demonstration creating various visualisations with Microsoft's Power BI.",8,$680.00,Classroom,19/9/2025,19/9/2025,8
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 3) Advanced,Cleaning and Preparing Data for Analysis,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRDCL10,Cleaning and Preparing Data for Analysis,Civil Service College,"√ Learn to clean, prepare and process data more effectively.",9hrs,"$1,020.00",Classroom,6/8/2025,6/8/2025,12
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 3) Advanced,Data-driven decision making and culture – An overview for Public Service Leaders,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRDMA10,Data-driven decision making and culture – An overview for Public Service Leaders ,Civil Service College,,8HRS,$835.00,Classroom,28/8/2025,28/8/2025,99
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 3) Advanced,Advanced Data Visualisation with Power BI,https://www.comat.com.sg/classroom-learning/training/data-science/advanced-data-visualisation-with-power-bi-sfw/,Advanced Data Visualisation with Power BI,COMAT,"Take your Power BI knowledge to the next level with this Advanced Power BI, a powerful cloud-based service that helps analyst visualize and share insights from their data. Learn about advanced data visualisation techniques that can take your reports and dashboards beyond the basics. Know how the languages such as M can be used to extend that standard data extraction and transformation capabilities of Power BI.",15,$700.00,Classroom,14/7/2025,15/7/2025,6
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 3) Advanced,Data Arcade Tournament,,Data Arcade Tournament,GovTech,,,,TBA,,,0
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 3) Advanced,Data Science Connect,,Data Science Connect,GovTech,,,,TBA,,,0
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 3) Advanced,Data Champions Bootcamp,,Data Champions Bootcamp,GovTech (DSAID),,,,TBA,,,0
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 3) Advanced,[E-Learning] Financial Statement Analysis,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000fzS9AAI,[E-Learning] Financial Statement Analysis,ISCA,,1HR,$80.00,E-Learning,OTOT,6MTHS FROM PURCHASE,18
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 3) Advanced,Artificial Intelligence and Machine Learning,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000002l8H3AAI,Artificial Intelligence and Machine Learning,ISCA,"This course is intended to provide a comprehensive understanding of key concepts and applications in the field of Artificial Intelligence (AI) and Machine Learning (ML), as well as an overview of the various platforms where machine learning models can be trained and applied, including IBM Watson, Python, and Generative AI.",7 hrs,$445.00,Classroom,10/11/2025,10/11/2025,10
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 3) Advanced,"Artificial Intelligence, Machine Learning, and Robotic Process Automation",https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000002l8HIAAY,"Artificial Intelligence, Machine Learning, and Robotic Process Automation",ISCA,"This course is intended to introduce participants to Artificial Intelligence, Machine Learning, and Robotic Process Automation. Multiple hands on activities will be used to highlight different machine learning applications, such as computer vision and neural networks. ",14 hrs,$642.00,Classroom,10/11/2025,11/11/2025,11
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 3) Advanced,Effective Spreadsheet Automation with Excel Macros for Accounting and Finance Professionals,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000001t7FUAAY&_ga=2.183287269.2112367549.1748854783-244556547.1748507651&_gl=1*1a9jf99*_ga*MjQ0NTU2NTQ3LjE3NDg1MDc2NTE.*_ga_DHW4KKBPC5*czE3NDg4NTQ3ODIkbzQkZzEkdDE3NDg4NTUzMTUkajYwJGwwJGgw,Effective Spreadsheet Automation with Excel Macros for Accounting and Finance Professionals,ISCA,equip the participants with the skills and knowledge of developing macros using the Visual Basic for Applications (VBA) programming language for automating repetitive spreadsheet tasks.,14 hrs,"$1,019.00",Classroom,15/9/2025,16/9/2025,99
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 3) Advanced,Excel Macro Fundamentals,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g28000001BJ67AAG,Excel Macro Fundamentals,ISCA,"√ Introduction to all the building blocks required to write macros in Excel’s VBA. 
√ Best practices to make your VBA easier to read, quicker to run, and more robust
√ Controlling Code
√ How to make your macros run as fast as possible. Interacting with Excel
√ How to automate common Excel functions such as copy, move, format, print, delete etc.
√ How to read/write data from/to Excel worksheets.
√ How to write your own functions and extend the range of functions available in Excel.
√ How to link your macros to buttons and other controls. 
√ How to use VBA’s tools to quickly find problems and errors then resolve them. 
√ How to create new, open and save existing Excel files via VBA.
√ How to save Excel files using VBA.
√ How to work with multiple Excel files and copy or move data between them.",14 hrs,$849.00,Classroom,Nil,Nil,0
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 3) Advanced,Excel Macros 1 & 2: Excel Macros Workshop,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTCtAAO,Excel Macros 1 & 2: Excel Macros Workshop,ISCA,"√ Introduction to Excel Macros
√ Recording Macros
√ Basic Object-oriented Concepts in Macro programming
√ Using Functions in Macros
√ Hands-on Demonstration and Exercise
√ 3 Components of Macros: knowledge of Excel features, Objects and VBA
√ Data Manipulation with Range Object and VBA
√ Developing Dynamic Macros with VBA
√ Managing Data with Worksheet and Workbook Objects
√ Code Debugging",14 hrs,,Virtual Classroom,Nil,,0
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 3) Advanced,Introduction to Python for Accounting and Finance Professionals,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g28000003tee5AAA,Introduction to Python for Accounting and Finance Professionals,ISCA,"√ Learn the basics of python
√ Apply basic python for financial modelling",14HRS,"$1,019.00",Classroom,6/11/2025,7/11/2025,13
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 3) Advanced,[E-Learning] Advanced Excel Formulas & Functions,,[E-Learning] Advanced Excel Formulas & Functions ,learn.gov.sg,,OTOT,0,E-Learning,OTOT,OTOT,16
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 3) Advanced,[E-Learning] Data Storytelling and Data Visualization 2020,,[E-Learning] Data Storytelling and Data Visualization 2020,learn.gov.sg,,OTOT,0,E-Learning,OTOT,OTOT,15
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 3) Advanced,[E-Learning] Microsoft Excel – Excel from Beginner to Advanced,,[E-Learning] Microsoft Excel – Excel from Beginner to Advanced ,learn.gov.sg,,OTOT,0,E-Learning,OTOT,OTOT,14
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 3) Advanced,Graduate Certificate in Digital Finance Module 1: Data and Accounting Analytics,https://academy.smu.edu.sg/graduate-certificate-digital-finance-module-1-data-and-accounting-analytics-1996,Graduate Certificate in Digital Finance Module 1: Data and Accounting Analytics,Singapore Management University,,2DAYS,$480.00,Classroom,6/11/2025,7/11/2025,17
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 3) Advanced,Fundamentals of Data Mining,https://www.suss.edu.sg/courses/detail/ANL303,Fundamentals of Data Mining ,SUSS,"√ equipped with basic skills and knowledge to construct, interpret, and evaluate data mining results",,,TBA,NA,,0
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 4) Expert,Are you Ready for AI? Delivering a Successful AI Project,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRAIP10,Are you Ready for AI? Delivering a Successful AI Project ,Civil Service College,"√  Develop a basic understanding of the types of AI/ML technologies and their potential application
√  Appreciate the challenges & success factors in delivering a successful AI/ML project
√  Experience the end-to-end process of developing a simple AI/ML application
√  Develop the basic know-how, correct mindset and confidence in scoping and implementing AI/ML projects",,$950.00,Classroom,2/7/2025,2/7/2025,99
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 4) Expert,Introduction to Python Programming,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRIPP10,Introduction to Python Programming,Civil Service College,"√ Learn to write simple programes to assist with data visualisation
√ Develop automation for everyday task",16HRS,$980.00,Classroom,31/7/2025,1/8/2025,4
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 4) Expert,Predictive Analytics Made Easy (with Excel),https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRPAME1,Predictive Analytics Made Easy (with Excel),Civil Service College,"√ Apply fundamental predictive analysis techniques to data using excel tools
√ Perform time series and advanced forecasting, linear and logistic regressions",8HRS,"$1,005.00",Classroom,15/8/2025,15/8/2025,5
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 4) Expert,Starting a Data Science Project,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRDSP10,Starting a Data Science Project,Civil Service College,"√ Gain fundamental understanding of data science techniques
√ Improve overall data science literacy ",3 days (3 - 5 May),"$1,455.00",Classroom,27/8/2025,29/8/2025,1
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 4) Expert,[E-Learning] Data-Driven Marketing,,[E-Learning] Data-Driven Marketing,ISCA,,2HRS (21 JUL),$80.00,E-Learning,Nil,,0
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 4) Expert,Business Analytics and Reporting,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TPDMAA4,Business Analytics and Reporting,ISCA,"√ Introuction to excel for reporting
√ Business analytics & reporting to automate and solve monthly financial reporting, financial analysis and budgeting task",21HRS,"$1,800.00",Blended,13/6/2025,18/6/2025,7
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 4) Expert,Business Analytics and Reporting with Power BI,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TPMiAAO,Business Analytics and Reporting with Power BI,ISCA,"√ Introuction to excel for reporting
√ Use of advanced excel functions and tools to automate and solve monthly financial reporting, financial analysis and budgeting task
√ Enhance Business Analytics Capability with Power BI",28HRS,"$2,040.00",Blended,13/6/2025,19/6/2025,8
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 4) Expert,Interactive Dashboard: Designing Visually Appealing Reports,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTDfAAO,Interactive Dashboard: Designing Visually Appealing Reports,ISCA,"√ Building data model
√ Conceptualising designs
√ Automating reports
√ Create visually appealing  and interactive dashboards",2 days (15 - 16 Jun),$508.00,Virtual Classroom,NIL,,0
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 4) Expert,Professional Accountants In Business (PAIB) Conference 2025,,Professional Accountants In Business (PAIB) Conference 2025,ISCA,,1DAY,TBA,Classroom,TBA,TBA,10
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 4) Expert,ISCA-SUSS Business Analytics Certification Programme,,ISCA-SUSS Business Analytics Certification Programme ,ISCA-SUSS,"√  Gain practical business analytics techniques
√  Data mining, predictive modelling and business forecasting
√ Use of business intelligence tools (Tableau, Sage)",up to 24 months,10 to 11 courses @ 1769.35 per course (before funding),TBA,,,0
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 4) Expert,[E-Learning] Unlock Excel VBA and Excel Macros,,[E-Learning] Unlock Excel VBA and Excel Macros,learn.gov.sg,,OTOT,0,E-Learning,OTOT,OTOT,6
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 4) Expert,Statistics Bootcamp II,https://www.iss.nus.edu.sg/executive-education/course/detail/statistics-bootcamp--ii/data-science,Statistics Bootcamp II,National University of Singapore,,5DAYS,"$4,000.00",Classroom,5/7/2025,2/8/2025,9
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 4) Expert,Accounting Analytics and Digital Forensics,https://www.ntu.edu.sg/business/admissions/NEE/FlexiMasters/fleximasters-in-accounting-analytics-and-digital-forensics#Content_C016_Col00,Accounting Analytics and Digital Forensics,NTU,"√ Learn the important concepts and techniques with real world applications and understand how data-driven strategy impact the world
√ Create predictive and prescriptive analytics models with AI that will help automate the processes in accounting and finance
√ Configure Google Cloud system for implementing AI models
√ Introduction of concept of forensic accounting, investigation techniques and tools
√ Explore how investigative analytics are applied to identify red flags and unusual activities, support/dismiss allegations and deliver meaningful insights.
√ Learn the practical application of tools and technologies in a fraud investigation
√ Learn practical aspects of the analytics process using data analytics tools and techniques and demonstrate the application of accounting and audit analytics through visualisation of the results
√ Develop skills in drawing inferences from data by using statistical and data mining tools to guide decision making for various business problems such as financial statement fraud detection, analysis of internal controls deficiencies, credit risk analysis, customer segmentation, forecasting and trend analysis",30 weeks,"$22,500.00",Classroom,NA,,0
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 4) Expert,An Introduction to Code-Free Machine Learning,https://www.rp.edu.sg/ace/short-course/Detail/an-introduction-to-code-free-machine-learning,An Introduction to Code-Free Machine Learning,Republic Polytechnic,"√  Overview of machine learning
√  Machine learning workflow
√  Solving a regression problem
√  Training an image classifier
√  Performing sentimental analysis
√  Building a book genre predictor ",1 day (8hrs),$270.00,Classroom,29/8/2025,29/8/2025,2
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 4) Expert,Certificate in Accounting Data & Analytics Module 4 - Data Modelling & Forecasting,https://academy.smu.edu.sg/data-modelling-and-forecasting-2576,Certificate in Accounting Data & Analytics Module 4 - Data Modelling & Forecasting,Singapore Management University,"√ Learn to develop, implement, and utilise analytical data models to solve decision problems face by accountants",8hr (7 Jul),$240.00,Classroom,9/10/2025,9/10/2025,3
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 5) Master,Certified Data Management Professional (CDMP),,Certified Data Management Professional (CDMP) ,CDMP,,,,TBA,,,0
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 5) Master,Starting a Data Science Project,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRDSP10,Starting a Data Science Project,Civil Service College,"√ Gain fundamental understanding of data science techniques
√ Improve overall data science literacy ",3 days (3 - 5 May),"$1,455.00",Classroom,27/8/2025,29/8/2025,1
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 5) Master,Professional Accountants In Business (PAIB) Conference 2025,,Professional Accountants In Business (PAIB) Conference 2025,ISCA,,1DAY,TBA,Classroom,TBA,TBA,3
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 5) Master,Information Architecture for Data-Driven Insights,https://www.iss.nus.edu.sg/executive-education/course/detail/information-architecture-for-data-driven--insights/software-systems,Information Architecture for Data-Driven Insights,National University of Singapore,"√ Overview of Information Architecture
√ Information Architecture for Transactional System, Data Warehouse & Data Lake
√ Modeling non-relational structured data – Document and Graph Databases
√ Data Management, Protection and Security",4 days (32hrs),"$3,600.00",Classroom,NA,,0
Finance Functional Competencies,C09: Data Analytics & Visualisation,(Level 5) Master,Graduate Certificate in Strategic Digital Transformation in Finance Module 3: Improving Financial Outcomes with Data Analytics - Going Beyond the Ledger,https://academy.smu.edu.sg/graduate-certificate-strategic-digital-transformation-finance-module-3-improving-financial-outcomes,Graduate Certificate in Strategic Digital Transformation in Finance Module 3: Improving Financial Outcomes with Data Analytics - Going Beyond the Ledger,Singapore Management University,"√ Digital Strategy for Finance Managers
√ Digitalisation Implementation in Financial Services
 √ Improving financial outcomes with data analytcis
√ Design thinking for Finance Professionals
√  IT Risk, governance and security essentials
√  Digital taxation disruption at the cutting edge for finance professionals",2DAYS,$600.00,Classroom,3/11/2025,4/11/2025,2
